url,label
https://guj.kxiechem.com,0
https://docs.google.com/presentation/d/1iv9t_WIXxLuLh3roAw7N0dBIBtY2trFNTTmR1u-DRnE/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,1
https://ccdn.mobildev.in,0
https://l.ead.me/bfUXPY,1
https://res-odx.op-mobile.opera.com,0
https://si.humanlistening.com,0
https://l.ead.me/bfNgkD,1
https://cainiao.com,0
https://l.ead.me/bfKY3e,1
https://storage-prod-f0hmanfcbecneyff.a02.azurefd.net,0
https://rr3---sn-uvu5a2a5t-uaje.googlevideo.com,0
https://q-r.to/bfKPto,1
https://l.ead.me/bfKn83,1
https://us2.campaign-archive.com/?u=6dbe333e093aa135147de56e3&id=944216e455,1
https://wamiz.fr,0
https://tiscalimailserviceupdateo.weebly.com/,1
https://comstarten.wixstudio.com/en-us,1
https://www.dropbox.com/scl/fi/ubr0llvlbskoa3fknscew/ATT-Yahoo-Mail.paper?rlkey=yxv94euirc7rbpbnnsujmvbo7&dl=0,1
https://ual.es,0
https://www.zehenspiel.de,0
https://qrco.de/bgaCdy,1
https://nuevavida.webcindario.com/,1
https://n5kiadteq9.data.adobedc.net,0
https://coderspace.tech,0
https://q-r.to/bggFGk,1
https://wanpm.vsoftcloud.co.in,0
https://imagex-cdn.dewu.com,0
https://town.erimo.lg.jp,0
https://digiprom.live,0
https://miagent-na2.mobileiron.com,0
https://varnish01-c20-lax1-dss.vod-dssc-shield.tr.na.prod.dssedge.com,0
https://leismunicipais.com.br,0
https://0.0.0.3.0.8.0.a.0.0.4.0.b.8.f.7.0.6.2.ip6.arpa,0
https://ps4updptl.uk.np.community.playstation.net,0
https://d.la3-c1-cdg.salesforceliveagent.com,0
https://bit.ly/attivasicurezzahype,1
https://smartsuppcdn.com,0
https://l.ead.me/bfR3h8,1
https://l.ead.me/bgaUEY,1
https://l.ead.me/bfH9e0,1
https://tpurcellstatement.weebly.com/,1
https://ctr45-mttbb66.firebaseapp.com/,1
https://evenementlesinfos.firebaseapp.com/,1
https://docs.google.com/presentation/d/e/2PACX-1vQBfHEnUIKSTQDH6Dhh9AK3UdLi1FKrIZoqlVuVRO8oUx74IgB2Gviq4b6c8_XOuHPeH-P0to2W_IBy/pub?start=false&loop=false&delayms=3000,1
https://appsfrseeasma.blogspot.com/?s=2&m=1,1
https://ninjaone.com,0
https://docs.google.com/presentation/d/e/2PACX-1vS-Nx36OVqQnVGXIC0GKORjGRZFvKfpAeXaB5gbFWf5_-dw-LUl_e3cf6b1tOlYSM9qMSKF034Oubpw/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://kajabimail.net,0
https://growtopiagamemods.weebly.com/,1
https://canjeopuntos.club/gt,1
https://tinyurl.com/ycytkd7m,1
https://midriversdomainmanagement.weebly.com/,1
https://learnwithhomer.com,0
https://warm.ingest.monitor.core.usgovcloudapi.net,0
https://d3dwyds3z2sn9y.cloudfront.net,0
https://favorable-illuminate-104216.framer.app/,1
https://cdn.getwellnetwork.com,0
https://devicefiles.crestron.io,0
https://grpht.co.jp,0
https://radline-boards.com,0
https://proofpointarchiving.net,0
https://chat-e2ee-mini-fallback.facebook.com,0
https://web-authentication-a.wbx2.com,0
https://draper-pvzh.k.awspopcap.com,0
https://238.88.in-addr.arpa,0
https://ws298a.cloudatacdn.com,0
https://www.dropbox.com/scl/fi/7npzcs98amhghz2ej3vza/Login-in-to-MyBT.papert?dl=0&rlkey=w476r58rq06nwg8jzrt2bnkz4&st=fpdgalep,1
https://cancel-volfed.web.app/,1
https://phawez.attr.appsflyersdk.com,0
https://e3joioi55.ukit.me/,1
https://q-r.to/bfXL3T,1
https://katch.ne.jp,0
https://packers.timesfour.com,0
https://a282.dscb.akamai.net,0
https://rr1---sn-ogul7nel.gvt1.com,0
https://xlm87.public.wdfwm-a-14.prod.infra.webex.com,0
https://api.payloads.adadapted.com,0
https://qrco.de/bgbMDJ,1
https://qrco.de/bfYeMv,1
https://globalaccelerator-global.njhm0832.com,0
https://assets.static.subsplash.com,0
